Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Pat Connaughton,SG,28,MIL,56,3,23.1,2.6,5.7,.452,1.5,3.9,.389,1.1,1.8,.590,.586,0.5,0.6,.743,1.0,3.9,4.9,1.2,0.7,0.3,0.5,1.5,7.2
Quinn Cook,PG,27,TOT,23,0,6.8,1.3,3.0,.426,0.5,1.1,.423,0.8,1.8,.429,.507,0.3,0.3,.875,0.1,0.7,0.7,0.8,0.2,0.0,0.3,0.4,3.3
Quinn Cook,PG,27,LAL,16,0,3.9,0.8,1.6,.462,0.3,0.8,.385,0.4,0.8,.538,.558,0.3,0.3,.800,0.0,0.3,0.3,0.3,0.1,0.1,0.2,0.1,2.1
Quinn Cook,PG,27,CLE,7,0,13.6,2.4,6.0,.405,0.9,1.9,.462,1.6,4.1,.379,.476,0.4,0.4,1.000,0.3,1.4,1.7,1.9,0.4,0.0,0.6,1.1,6.1
Tyler Cook,PF,23,BRK,4,0,4.3,0.3,0.8,.333,0.0,0.0,0,0.3,0.8,.333,.333,0.0,0.0,0,0.3,0.3,0.5,0.5,0.0,0.0,0.3,0.5,0.5
Tyler Cook,SF,23,DET,17,1,13.8,1.9,3.1,.615,0.0,0.0,0,1.9,3.1,.615,.615,0.5,1.1,.474,0.9,2.2,3.1,0.5,0.3,0.0,0.8,1.2,4.3
DeMarcus Cousins,C,30,TOT,33,11,18.1,3.0,7.6,.394,1.3,3.8,.347,1.7,3.8,.441,.480,1.5,2.2,.694,1.3,5.6,6.9,2.1,0.7,0.6,1.7,2.7,8.8
DeMarcus Cousins,C,30,HOU,25,11,20.2,3.2,8.4,.376,1.6,4.6,.336,1.6,3.8,.426,.469,1.8,2.4,.746,1.2,6.4,7.6,2.4,0.8,0.7,1.6,3.0,9.6
DeMarcus Cousins,C,30,LAC,8,0,11.5,2.5,5.1,.488,0.5,1.0,.500,2.0,4.1,.485,.537,0.8,1.6,.462,1.5,3.0,4.5,1.3,0.4,0.1,2.0,1.8,6.3
Robert Covington,PF,30,POR,57,57,32.1,3.1,7.4,.414,2.0,5.1,.386,1.1,2.3,.477,.547,0.7,0.9,.824,0.8,5.8,6.6,1.7,1.5,1.2,1.1,2.7,8.9
Torrey Craig,SF,30,TOT,37,0,13.8,1.8,3.7,.478,0.6,1.8,.369,1.1,2.0,.575,.565,0.2,0.3,.600,0.9,2.4,3.4,0.9,0.6,0.4,0.5,1.5,4.4
Torrey Craig,SF,30,MIL,18,0,11.2,1.0,2.6,.391,0.4,1.2,.364,0.6,1.3,.417,.478,0.1,0.1,.500,0.7,1.7,2.4,0.9,0.5,0.4,0.3,1.3,2.5
Torrey Craig,SF,30,PHO,19,0,16.2,2.5,4.8,.522,0.8,2.3,.372,1.7,2.6,.653,.609,0.3,0.4,.625,1.2,3.2,4.3,0.9,0.7,0.4,0.6,1.7,6.2
Jae Crowder,PF,30,PHO,55,39,27.4,3.3,8.1,.401,2.4,6.2,.381,0.9,1.9,.467,.547,0.9,1.2,.761,0.5,4.3,4.8,2.1,0.8,0.4,0.9,2.0,9.8
Jarrett Culver,SG,21,MIN,34,7,14.7,2.0,4.9,.411,0.4,1.6,.245,1.6,3.4,.487,.449,0.9,1.4,.604,1.0,2.1,3.1,0.7,0.5,0.3,0.8,1.7,5.3
Seth Curry,SG,30,PHI,47,47,28.9,4.4,9.9,.447,2.0,4.8,.418,2.4,5.1,.475,.549,1.3,1.4,.896,0.2,1.9,2.1,2.8,0.8,0.2,1.2,1.7,12.1
Stephen Curry,PG,32,GSW,52,52,34.0,10.2,20.9,.489,5.1,12.0,.425,5.1,8.9,.575,.611,5.6,6.0,.924,0.5,5.1,5.6,5.8,1.2,0.1,3.3,1.9,31.2
Nate Darling,SG,22,CHO,6,0,4.0,0.3,1.2,.286,0.3,1.2,.286,0.0,0.0,0,.429,0.5,0.5,1.000,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.2,1.5
Anthony Davis,PF,27,LAL,25,25,32.0,8.4,16.5,.512,0.7,2.6,.262,7.8,13.9,.559,.533,4.0,5.6,.714,2.0,6.0,8.0,3.0,1.3,1.7,1.9,1.7,21.6
Ed Davis,C,31,MIN,22,7,13.3,0.9,2.0,.432,0.0,0.0,0,0.9,2.0,.432,.432,0.5,0.5,.833,2.1,3.0,5.1,1.0,0.6,0.6,0.3,2.5,2.2
Terence Davis,SG,23,TOT,48,4,15.5,2.7,6.4,.420,1.4,3.8,.363,1.3,2.6,.504,.528,0.5,0.6,.828,0.3,1.7,2.0,1.1,0.5,0.2,0.9,1.4,7.3
Terence Davis,SG,23,TOR,34,4,14.5,2.6,6.2,.414,1.3,3.6,.361,1.3,2.6,.489,.519,0.5,0.5,.889,0.3,1.7,1.9,1.1,0.5,0.2,0.9,1.4,6.9
Terence Davis,SG,23,SAC,14,0,17.8,3.0,6.9,.433,1.6,4.3,.367,1.4,2.6,.541,.546,0.6,0.8,.727,0.2,1.9,2.1,1.1,0.6,0.2,1.1,1.4,8.1
Dewayne Dedmon,C,31,MIA,6,0,13.3,2.7,4.0,.667,0.0,0.5,.000,2.7,3.5,.762,.667,1.5,1.7,.900,2.2,3.3,5.5,0.3,0.8,0.7,0.8,1.3,6.8
Matthew Dellavedova,PG,30,CLE,12,1,17.2,1.0,4.3,.235,0.3,1.8,.136,0.8,2.4,.310,.265,0.3,0.3,1.000,0.5,1.4,1.9,4.8,0.3,0.0,0.5,1.4,2.6
DeMar DeRozan,PF,31,SAS,50,50,34.0,7.3,14.9,.492,0.4,1.4,.257,7.0,13.5,.516,.504,6.2,7.0,.883,0.8,3.7,4.4,7.2,0.9,0.3,2.0,2.0,21.2
Mamadi Diakite,PF,24,MIL,12,0,8.5,1.0,2.4,.414,0.1,0.6,.143,0.9,1.8,.500,.431,0.5,0.5,1.000,0.5,1.8,2.3,0.5,0.3,0.4,0.3,1.0,2.6
Hamidou Diallo,SG,22,OKC,32,5,23.8,4.5,9.3,.481,0.4,1.3,.293,4.1,8.0,.512,.502,2.6,4.1,.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,2.6,11.9
Hamidou Diallo,SF,22,DET,14,0,20.3,2.9,7.0,.418,0.6,1.4,.421,2.4,5.6,.418,.459,1.8,2.6,.694,1.1,3.4,4.5,1.1,0.4,0.6,1.2,2.4,8.2
Gorgui Dieng,C,31,TOT,28,1,15.1,2.1,4.2,.508,0.9,1.9,.453,1.3,2.3,.554,.610,1.5,1.8,.860,1.1,2.9,3.9,1.2,0.7,0.5,0.9,1.6,6.7
Gorgui Dieng,C,31,MEM,22,1,16.9,2.5,4.9,.519,1.0,2.2,.479,1.5,2.7,.550,.625,1.7,2.0,.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,1.7,7.9
Gorgui Dieng,C,31,SAS,6,0,8.5,0.7,1.7,.400,0.2,0.8,.200,0.5,0.8,.600,.450,0.8,1.2,.714,0.3,1.7,2.0,0.7,0.3,0.2,0.3,1.3,2.3
Spencer Dinwiddie,SG,27,BRK,3,3,21.3,2.0,5.3,.375,0.7,2.3,.286,1.3,3.0,.444,.438,2.0,2.0,1.000,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7
Donte DiVincenzo,SG,24,MIL,55,55,27.4,3.9,9.3,.417,2.0,5.2,.382,1.9,4.1,.460,.524,0.7,1.0,.732,1.3,4.3,5.6,3.1,1.1,0.2,1.4,1.6,10.4
Luka Dončić,PG,21,DAL,54,54,35.1,10.1,20.9,.483,3.0,8.3,.359,7.1,12.5,.566,.555,5.3,7.3,.727,0.8,7.2,8.0,8.8,1.0,0.6,4.3,2.3,28.5
Luguentz Dort,SG,21,OKC,46,46,29.7,4.8,12.0,.402,2.1,6.2,.346,2.7,5.8,.461,.491,2.2,3.0,.741,0.7,3.0,3.7,1.6,1.0,0.4,1.5,2.5,14.0
Damyean Dotson,SG,26,CLE,35,6,18.8,2.5,6.3,.394,0.9,3.3,.278,1.6,3.0,.519,.466,0.6,0.9,.688,0.1,1.9,2.0,2.1,0.4,0.1,0.8,0.9,6.5
Devon Dotson,PG,21,CHI,6,0,3.7,0.5,1.2,.429,0.0,0.2,.000,0.5,1.0,.500,.429,0.0,0.0,0,0.3,0.2,0.5,0.3,0.2,0.0,0.0,0.2,1.0
Sekou Doumbouya,PF,20,DET,47,4,13.3,1.4,4.2,.347,0.5,1.9,.250,1.0,2.3,.426,.403,0.7,0.9,.738,0.5,1.6,2.1,0.7,0.4,0.1,0.7,1.6,4.0
PJ Dozier,SG,24,DEN,45,1,21.0,2.9,6.7,.426,0.9,2.8,.333,1.9,3.9,.492,.495,0.9,1.4,.639,0.8,3.0,3.8,1.8,0.7,0.4,0.9,1.8,7.5
Goran Dragić,PG,34,MIA,40,10,26.3,4.6,10.6,.435,1.7,4.7,.355,3.0,6.0,.498,.513,2.1,2.6,.814,0.5,3.0,3.5,4.4,0.7,0.2,2.5,2.2,13.0
Andre Drummond,C,27,TOT,34,34,28.1,6.4,13.6,.474,0.0,0.2,.000,6.4,13.4,.482,.474,2.9,4.8,.617,3.7,9.0,12.6,2.4,1.6,1.1,3.1,3.1,15.8
Andre Drummond,C,27,CLE,25,25,28.9,7.2,15.2,.474,0.0,0.3,.000,7.2,14.9,.484,.474,3.1,5.2,.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5
Andre Drummond,C,27,LAL,9,9,25.8,4.3,9.1,.476,0.0,0.0,0,4.3,9.1,.476,.476,2.6,3.7,.697,2.7,7.7,10.3,1.9,1.7,0.8,2.7,3.9,11.2
Jared Dudley,PF,35,LAL,11,0,6.9,0.2,0.6,.286,0.2,0.5,.400,0.0,0.2,.000,.429,0.0,0.0,0,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
Kevin Durant,PF,32,BRK,24,22,32.7,9.3,17.1,.543,2.5,5.5,.462,6.8,11.6,.581,.617,6.1,7.0,.870,0.4,6.3,6.7,5.2,0.6,1.3,3.7,2.0,27.3
Anthony Edwards,SG,19,MIN,61,44,31.4,6.6,16.5,.401,2.3,7.1,.324,4.3,9.5,.459,.471,2.8,3.5,.781,0.8,3.6,4.4,2.7,1.2,0.4,2.1,1.7,18.3
Carsen Edwards,SG,22,BOS,24,1,8.7,1.6,3.5,.459,0.5,1.9,.289,1.1,1.7,.650,.535,0.3,0.4,.778,0.1,0.8,0.9,0.4,0.2,0.0,0.2,0.9,4.1
CJ Elleby,SF,20,POR,21,0,7.3,0.9,2.3,.388,0.3,1.3,.222,0.6,1.0,.591,.449,0.3,0.5,.636,0.4,0.7,1.0,0.2,0.3,0.1,0.1,1.0,2.4
Henry Ellenson,PF,24,TOR,2,0,19.0,2.5,7.0,.357,1.0,4.5,.222,1.5,2.5,.600,.429,1.5,2.0,.750,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5
Wayne Ellington,SG,33,DET,43,29,21.9,3.3,7.3,.449,2.5,5.9,.427,0.7,1.4,.542,.623,0.7,0.8,.800,0.3,1.6,1.9,1.4,0.4,0.2,0.7,1.4,9.7
Joel Embiid,C,26,PHI,41,41,32.1,9.4,18.4,.513,1.2,3.1,.375,8.3,15.3,.541,.544,9.9,11.7,.851,2.3,8.8,11.1,3.1,1.0,1.4,3.2,2.4,30.0
James Ennis,SF,30,ORL,39,35,24.3,2.9,6.1,.475,1.1,2.6,.436,1.7,3.5,.504,.568,1.7,2.1,.815,1.1,3.0,4.1,1.5,0.8,0.2,0.8,2.1,8.6
Drew Eubanks,C,23,SAS,41,1,13.8,2.0,3.6,.571,0.0,0.0,1.000,2.0,3.6,.568,.575,1.4,2.0,.690,1.2,3.1,4.3,0.9,0.3,1.0,0.9,1.5,5.5
Dante Exum,SG,25,CLE,6,3,19.3,1.7,4.3,.385,0.3,1.8,.182,1.3,2.5,.533,.423,0.2,0.3,.500,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
Tacko Fall,C,25,BOS,15,0,6.7,1.2,1.6,.750,0.0,0.0,0,1.2,1.6,.750,.750,0.3,0.9,.308,0.7,1.8,2.5,0.1,0.1,0.8,0.3,1.1,2.7
Derrick Favors,C,29,UTA,56,0,15.5,2.3,3.7,.617,0.0,0.0,.000,2.3,3.6,.623,.617,1.0,1.3,.740,2.0,3.4,5.4,0.7,0.5,1.0,0.6,2.2,5.5
Cristiano Felício,C,28,CHI,13,0,4.5,0.3,0.5,.571,0.0,0.1,.000,0.3,0.5,.667,.571,0.5,0.8,.600,0.5,0.6,1.1,0.6,0.2,0.0,0.3,0.5,1.1
Terrance Ferguson,SG,22,PHI,13,0,3.8,0.1,0.5,.143,0.0,0.4,.000,0.1,0.2,.500,.143,0.0,0.0,0,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.5,0.2
Bruno Fernando,C,22,ATL,27,0,6.7,0.4,1.0,.429,0.0,0.1,.000,0.4,1.0,.462,.429,0.4,0.7,.667,0.5,1.9,2.4,0.3,0.1,0.1,0.7,0.7,1.3
Yogi Ferrell,PG,27,TOT,3,0,20.0,3.3,9.0,.370,1.3,4.0,.333,2.0,5.0,.400,.444,1.0,1.7,.600,1.0,1.3,2.3,4.0,1.3,0.3,1.0,1.7,9.0
Yogi Ferrell,PG,27,CLE,2,0,20.0,4.0,10.5,.381,1.5,4.5,.333,2.5,6.0,.417,.452,0.0,1.0,.000,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5
Yogi Ferrell,PG,27,LAC,1,0,20.0,2.0,6.0,.333,1.0,3.0,.333,1.0,3.0,.333,.417,3.0,3.0,1.000,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,8.0
Dorian Finney-Smith,PF,27,DAL,48,48,32.3,3.6,7.8,.458,2.0,5.0,.390,1.6,2.8,.583,.584,0.5,0.6,.806,1.7,3.8,5.5,1.5,0.9,0.4,0.6,2.4,9.6
Malik Fitts,PF,23,LAC,3,0,3.7,0.3,1.0,.333,0.3,0.7,.500,0.0,0.3,.000,.500,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Malachi Flynn,PG,22,TOR,35,6,16.7,2.1,5.9,.354,0.9,2.8,.316,1.2,3.1,.389,.430,0.5,0.7,.731,0.2,1.8,2.0,2.6,0.7,0.1,0.8,1.1,5.6
Bryn Forbes,SG,27,MIL,58,9,19.2,3.4,7.4,.459,2.1,4.8,.439,1.3,2.6,.497,.601,0.7,0.9,.769,0.2,1.3,1.4,0.6,0.3,0.0,0.6,1.1,9.6
Trent Forrest,PG,22,UTA,18,0,5.9,0.4,1.1,.400,0.0,0.2,.000,0.4,0.9,.471,.400,0.1,0.1,1.000,0.0,0.4,0.4,1.1,0.2,0.1,0.4,0.3,1.0
Evan Fournier,SF,28,ORL,26,26,30.3,6.5,14.2,.461,2.8,7.2,.388,3.7,7.0,.536,.560,3.8,4.7,.797,0.2,2.7,2.9,3.7,1.0,0.3,2.1,2.1,19.7
Evan Fournier,SG,28,BOS,5,0,27.4,3.2,9.0,.356,2.2,5.2,.423,1.0,3.8,.263,.478,1.0,1.2,.833,0.2,1.6,1.8,2.4,1.2,0.8,1.2,2.4,9.6
De'Aaron Fox,PG,23,SAC,58,58,35.1,9.1,19.1,.477,1.8,5.5,.322,7.3,13.6,.539,.523,5.2,7.2,.719,0.6,2.9,3.5,7.2,1.5,0.5,3.0,2.9,25.2
Robert Franks,PF,24,ORL,5,0,13.2,1.2,3.0,.400,0.6,2.0,.300,0.6,1.0,.600,.500,1.4,1.6,.875,0.6,1.2,1.8,0.6,0.2,0.6,0.4,1.4,4.4
Tim Frazier,PG,30,MEM,3,0,11.0,0.7,2.7,.250,0.0,0.7,.000,0.7,2.0,.333,.250,0.0,0.0,0,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3
Markelle Fultz,PG,22,ORL,8,8,26.9,5.1,13.0,.394,0.5,2.0,.250,4.6,11.0,.420,.413,2.1,2.4,.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
Wenyen Gabriel,PF,23,NOP,10,0,6.1,0.4,1.4,.286,0.2,0.7,.286,0.2,0.7,.286,.357,0.4,0.7,.571,0.8,1.0,1.8,0.6,0.1,0.1,0.8,0.5,1.4
Daniel Gafford,PF,22,CHI,31,11,12.4,1.9,2.8,.690,0.0,0.0,0,1.9,2.8,.690,.690,0.9,1.3,.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7
Daniel Gafford,C,22,WAS,10,0,17.6,4.6,7.0,.657,0.0,0.0,0,4.6,7.0,.657,.657,2.0,3.3,.606,2.1,4.1,6.2,0.4,0.6,2.0,0.9,1.4,11.2
Danilo Gallinari,PF,32,ATL,40,4,23.9,4.1,9.5,.426,2.2,5.3,.408,1.9,4.2,.450,.539,3.2,3.5,.935,0.3,3.8,4.1,1.4,0.6,0.2,1.0,2.1,13.5
Langston Galloway,SG,29,PHO,35,0,10.9,1.6,3.5,.467,0.9,2.0,.451,0.7,1.5,.490,.598,0.5,0.5,1.000,0.1,0.9,1.0,0.7,0.2,0.0,0.3,0.7,4.7
Darius Garland,PG,21,CLE,49,46,33.6,6.8,14.9,.454,2.0,4.9,.408,4.8,10.1,.477,.521,2.0,2.4,.839,0.5,2.0,2.4,6.0,1.2,0.1,3.0,2.2,17.6
Marc Gasol,C,36,LAL,45,42,19.5,1.8,4.0,.444,1.0,2.5,.387,0.8,1.5,.536,.564,0.8,1.0,.739,0.8,3.3,4.1,2.1,0.5,1.2,1.2,2.2,5.3
Rudy Gay,PF,34,SAS,51,0,21.7,4.1,9.8,.413,1.6,4.2,.375,2.5,5.6,.442,.494,1.3,1.6,.805,0.7,4.2,4.9,1.5,0.7,0.6,1.0,1.9,11.0
Paul George,SF,30,LAC,46,46,33.7,8.5,17.8,.479,3.3,7.6,.429,5.3,10.2,.517,.571,3.7,4.2,.891,0.9,5.6,6.5,5.4,1.2,0.5,3.3,2.4,24.0
Taj Gibson,PF,35,NYK,34,2,20.3,2.1,3.4,.609,0.1,0.4,.214,2.0,3.0,.663,.622,0.9,1.3,.689,2.2,3.2,5.5,0.7,0.8,1.0,0.6,2.1,5.1
Harry Giles,C,22,POR,30,0,10.3,1.1,2.5,.427,0.2,0.5,.467,0.8,2.0,.417,.473,0.5,0.7,.682,1.0,3.0,3.9,0.8,0.2,0.3,0.6,1.7,2.9
Shai Gilgeous-Alexander,SG,22,OKC,35,35,33.7,8.2,16.1,.508,2.0,4.9,.418,6.2,11.3,.547,.571,5.3,6.5,.808,0.5,4.2,4.7,5.9,0.8,0.7,3.0,2.0,23.7
Anthony Gill,PF,28,WAS,19,1,6.1,0.6,1.4,.423,0.2,0.7,.214,0.4,0.6,.667,.481,0.2,0.3,.800,0.6,1.3,1.9,0.3,0.3,0.1,0.3,0.6,1.5
Freddie Gillespie,PF,23,TOR,8,0,16.9,2.4,3.9,.613,0.0,0.0,0,2.4,3.9,.613,.613,0.9,1.0,.875,1.6,2.0,3.6,0.6,0.5,1.3,0.5,1.9,5.6
Rudy Gobert,C,28,UTA,59,59,31.1,5.5,8.2,.671,0.0,0.1,.000,5.5,8.1,.675,.671,3.4,5.5,.618,3.4,10.2,13.6,1.3,0.5,2.8,1.6,2.4,14.4
Brandon Goodwin,PG,25,ATL,41,3,12.7,1.8,4.6,.396,0.7,2.1,.341,1.1,2.4,.444,.476,0.6,1.0,.667,0.2,1.2,1.4,1.9,0.3,0.0,0.7,0.8,5.0
Aaron Gordon,PF,25,TOT,40,40,28.3,4.8,10.5,.462,1.4,3.9,.353,3.5,6.6,.527,.528,2.2,3.3,.654,1.5,4.5,6.0,3.6,0.7,0.7,2.2,1.8,13.2
Aaron Gordon,PF,25,ORL,25,25,29.4,5.1,11.7,.437,1.7,4.5,.375,3.4,7.2,.475,.509,2.6,4.2,.629,1.6,5.1,6.6,4.2,0.6,0.8,2.7,2.0,14.6
Aaron Gordon,PF,25,DEN,15,15,26.5,4.3,8.3,.520,0.9,2.9,.295,3.5,5.4,.642,.572,1.4,1.9,.750,1.3,3.5,4.8,2.5,0.8,0.6,1.3,1.4,10.9
Eric Gordon,SG,32,HOU,27,13,29.2,5.9,13.6,.433,2.6,7.8,.329,3.3,5.8,.573,.527,3.5,4.2,.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
Devonte' Graham,PG,25,CHO,47,41,29.9,4.4,12.0,.370,3.1,8.4,.365,1.4,3.6,.381,.498,2.0,2.4,.817,0.4,2.3,2.7,5.3,1.0,0.1,1.5,1.4,14.0
Jerami Grant,SF,26,DET,52,52,34.2,7.5,17.4,.429,2.2,6.2,.354,5.3,11.3,.470,.492,5.4,6.3,.852,0.7,4.0,4.7,2.9,0.7,1.1,2.0,2.4,22.6
Danny Green,SF,33,PHI,59,59,28.3,3.3,7.8,.420,2.6,6.2,.414,0.7,1.6,.443,.583,0.5,0.6,.771,0.8,2.9,3.7,1.7,1.3,0.8,1.0,1.8,9.6
